PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst
155;Genovevastr. 70;Mülheim;Bergisch Gladbacher Str.;Heidkampstr.;17;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9650241;7,0075819
156;Keupstr. 50;Mülheim;Schanzenstr.;Holweider Str.;8;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,96559;7,0093876
157;Keupstr. 49;Mülheim;Schanzenstr.;Holweider Str.;8;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,96559;7,0093876
158;Keupstr. 90;Mülheim;Schanzenstr.;Holweider Str.;27;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9643889;7,0109729
159;Riehler Str.;Nippes;An der Schanz;Frohngasse;24;;Mo-So 09:00 - 18:00;0,50 €;9;Ja;500107;50,9643889;7,0109729
160;Holweider Str. 11;Mülheim;Schule;;12;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9643889;7,0109729
161;Hohenzollernring 50;Nördlich Neumarkt;Palmstr.;Magnusstr.;12;;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,93952;6,93977
162;Friesenwall 32-36;Nördlich Neumarkt;Ehrenstr.;Mittelstr.;7;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9379;6,9406
163;Magnusstr. 15;Nördlich Neumarkt;Friesenwall;Alte Wallgasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94025;6,94123
164;Mittelstr. 42;Nördlich Neumarkt;Pfeilstr.;Benesisstr.;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93686;6,94164
165;Mittelstr. 9;Nördlich Neumarkt;Benesisstr.;Apostelnkloster;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93694;6,94318
166;Neven-du-Mont-Str. 6;Nördlich Neumarkt;Breite Str.;Kupfergasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93918;6,95077
167;Cäcilienstr. 44;Nördlich Neumarkt;Antonsgasse;Neumarkt;13;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;;
168;Röhrergasse;Nördlich Neumarkt;Tunisstr.;Apellhofplatz;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94009;6,95239
169;Im Dau 1;Severinsviertel;Ulrichgasse;Severinstr.;10;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9271999;6,9572019
170;Marcel-Proust-Promenade;Lindenthal;Kitschburger Straße;Grünanlage;25;;Mo-Fr 09:00 - 13:00;0,50 €;4;Ja;500115;50,92929919;6,90118968
171;Heidestr. 6;Porz Wahn;Frankfurter Str.;Am Kindergarten;4;;Mo-Sa 12:00 - 18:00;0,50 €;4;;500042;50,93777;6,95392
172;freie Nummer (ehemals Markmannsgasse 13);City/Martinsviertel;Auf dem Rothenberg;Frankenwerft;21;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93653;6,96299
173;Ludwigstr. 6;City/Martinsviertel;Minoritenstr.;Brückenstr.;17;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93861;6,95523
174;freie Nummer (ehemals Obenmarspforten 7-11);City/Martinsviertel;Platz;;23;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93775184;6,95700535
175;Reischplatz 3;Deutz I;;;7;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,9377675;6,9570162
176;Apostelnstr. 20;Nördlich Neumarkt;Pastor-Könn-Platz;Breite Str.;25;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93749;6,94508
177;Burgmauer 43;Nördlich Neumarkt;Auf dem Berlich;Appellhofplatz;11;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93098;6,94905
178;Goldgasse;Gereonsviertel;Johannisstraße;Am alten Ufer;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,943312;6,961131
179;Glockengasse Ladenstadt;Nördlich Neumarkt;Schwertnergasse;Neue Langgasse;27;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,938373;6,951666
180;Hahnenstr. 6;Nördlich Neumarkt;Benesisstr.;Pfeilstr.;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93597;6,94343
181;Hahnenstr. 14;Nördlich Neumarkt;Apostelnkloster;Benesisstr.;10;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93601;6,94184
182;Burgmauer 47;Gereonsviertel;Auf dem Berlich;Tunisstraße;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9409193;6,9487701
183;Burgmauer 68;Gereonsviertel;Auf dem Berlich;Tunisstr.;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9412713;6,9517278
184;Gereonswall 118;Gereonsviertel;Am Kümpchenshof;Von-Werth-Str.;29;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9454281;6,9456847
185;Hansaring 16;Gereonsviertel;Christophstr.;Von-Werth-Str.;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9455079;6,9442843
186;Im Klapperhof 5;Gereonsviertel;Friesenwall;Spiesergasse;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9455079;6,9442843
187;Norbertstr. 25;Gereonsviertel;Im Klapperhof;Gereonshof;24;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9455079;6,9442843
188;Klingelpütz 39;Gereonsviertel;Gereonsmühlengasse;Kyotostr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445829;6,9495702
189;Gereonsmühlengasse 5;Gereonsviertel;Blumenstr.;Klingelpütz;20;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445829;6,9495702
190;Gereonshof;Gereonsviertel;Von-Werth-Str.;Spiesergasse;6;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9428175;6,9436555
191;Gereonstr. 32;Gereonsviertel;Börsenplatz;Klingelpütz;6;GER;Mo-Sa 11:00 - 23:00;1,00 €;4;;500002;50,9428175;6,9436555
192;Gereonstr. 43;Gereonsviertel;Mohrenstr.;Cadinalstr.;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9428175;6,9436555
193;Friesenwall 62;Nördlich Neumarkt;Palmstr.;Ehrenstr.;11;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,93877;6,94092
194;Mohrenstr. 17;Gereonsviertel;Innenhof;;18;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9428175;6,9436555
195;Mohrenstr. 20;Gereonsviertel;Gereonstr.;Mohrenstr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9423479;6,9475245
196;Gereonstr. 15;Gereonsviertel;Cadinalstr.;Kattenbug;19;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9423479;6,9475245
197;Marzellenstr. 11;Gereonsviertel;Ursulaplatz;An den Dominikanern;9;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,942763;6,95586297
198;Wartburgstr. 2;Nippes;Siebachstraße;Merheimer Straße;21;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9632927;6,9490014
199;An den Dominikanern 11;Gereonsviertel;Tunisstr.;Andreaskloster;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9632927;6,9490014
200;Zeughausstr. 2;Gereonsviertel;Kattenbug;Mohrenstr.;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9414747;6,9504448
201;Zeughausstr. 2;Gereonsviertel;Kattenbug;Mohrenstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9414747;6,9504448
202;Christophstr. 17;Gereonsviertel;Von-Werth-Str.;Gereonskloster;13;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9438801;6,9446402
203;Mohrenstr. 6;Gereonsviertel;Zeughausstr.;Cadinalstr.;22;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9415876;6,9478444
204;Kardinal-Frings-Str. 7;Gereonsviertel;Gereonstr.;Altegrabengasse;19;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9434193;6,9508997
205;Gereonsdriesch 3-7;Gereonsviertel;Gereonstr.;Steinfeldergasse;15;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9431353;6,9464933
206;Klingelpütz 6;Gereonsviertel;Gereonstr.;Gereonsmühlengasse;4;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94595;6,95178
207;Kyotostr. 23;Gereonsviertel;Gereonswall;Gereonsmühlengasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9454721;6,947085
208;Maximinenstr. 6;Gereonsviertel;Turiner Str.;Domstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,945297;6,9580339
209;Auf dem Hunnenrücken 3;Gereonsviertel;Tunisstr.;Maria-Ablaß-Platz;7;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9437725;6,9521636
210;Friesenstr. 20;Gereonsviertel;Römergasse;Spiesergasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,940888;6,9380297
211;Hans-Carl-Nipperdey-Str. A;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9223699;6,93874329
212;Hans-Carl-Nipperdey-Str.;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9221198;6,93798959
213;Venloer Str. 532;Ehrenfeld;Alpener Str.;Herbigstr.;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,95602483;6,90526027
214;Venloer Str. 542;Ehrenfeld;Herbigstr.;Äußere Kanalstr.;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9223699;6,9376504
215;Venloer Str. 541;Ehrenfeld;Äußere Kanalstr.;Gumprechtstr.;21;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,95607772;6,90509906
216;Piusstr. ggü. Parkplatz;Lindenthal Nord III;Woensamstr.;Aachener Str.;20;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9223699;6,9376504
217;Piusstr. ggü. 131;Lindenthal Nord III;Woensamstr.;Aachener Str.;35;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93781772;6,9220988
218;Liebigstr. 175;Ehrenfeld;Pettenkoterstr.;Herkulesstr.;29;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,95594762;6,9329356
219;Wartburgplatz;Nippes;Wartburgstr;Wagenhallenstr;15;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9631239;6,9474831
220;Palmstr. 41;Nördlich Neumarkt;Ring;Friesenwall;16;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93921;6,94065
221;An der Malzmühle 5;Georgsviertel;Plectrudengasse;Mühlenbach;27;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341373;6,959494
222;Blaubach 1;Georgsviertel;Polizeipräsidium;;20;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93233314;6,95534214
223;Cäcilienstr. 2 (Post);Georgsviertel;Post;Hohe Str.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,83455525;6,91434143
224;Follerstr. 82;Georgsviertel;Rheinaustr.;Große Witschgasse;40;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9316136;6,9595105
225;Büdericher Straße 9;Nippes;;;7;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9316136;6,9595105
226;Kasinostr. 5;Georgsviertel;Stefanstr.;Pipinstr.;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9316136;6,9595105
227;Kleine Witschgasse 11;Georgsviertel;Follerstr.;Holzmarkt;16;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9316136;6,9595105
228;Krummer Büchel 14;Georgsviertel;Sternengasse;Agrippastr.;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9316136;6,9595105
229;Mühlenbach 49;Georgsviertel;An der Malzmühle;Hohe Pforte;15;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,933093;6,9566163
230;Peter-Welter-Platz 5;Georgsviertel;Platzfläche;;42;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341462;6,9616411
231;Oversburgstr. (Severinsbrücke);Georgsviertel;westlicher Teil;;122;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,93044145;6,9611502
232;Oversburgstr. (Severinsbrücke);Georgsviertel;östlicher Teil;;116;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9302762;6,964821
233;Auenweg;Deutz;Staatenhaus;Sachsenbergstr.;17;;Mo-So 09:00 - 23:00;1,00 €;5;;500069;;
234;Hamburger Str. 4;Eigelsteinviertel;Plankgasse;Gereonswall;8;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,947794;6,9531427
235;Weberstr. LT 3-5;Georgsviertel;Löwengasse;Follerstr.;20;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,937531;6,9602786
236;Im Sionstal 29 (Severinsbrücke);Georgsviertel;Im Weichserhof;Kleine Witschgasse;34;GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9282728;6,9605986
237;Pipinstr. 16;Georgsviertel;Kleine Sandkaul;Heumarkt;7;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9350615;6,9594321
238;Thurnmarkt 5;Georgsviertel;Heumarkt;Filzengraben;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9342727;6,9626642
239;Karolingerring 18;Severinsviertel;Chlodwigplatz;Brunostr.;28;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9216454;6,9582099
240;Dellbrücker Hauptstr. 89-91;Mülheim;Von-der-Leyen-Str.;Kemperbachstr.;14;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9756693;7,0734583
241;Luxemburger Str. 118;Lindenthal;Luxemburger Wall;Greinstr.;24;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,92284;6,9343
242;Luxemburger Str. 172;Sülz-Nord I;Konradstr.;Arnulfstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9197322;6,9313094
243;Mauritiuskirchplatz 11-13;Griechenmarktviertel;Am Rinkenpfuhl;Arndtstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9336143;6,9438202
244;Moselstr. 30;Südliche Neustadt I;Pfälzer Str.;Luxemburger Str.;30;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,92660027;6,94025721
245;Am Alten Ufer 35;Kunibertsviertel;Servasgasse;Goldgasse;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9266791;6,9403424
246;Gereonstr. 58a;Gereonsviertel;Klingelpütz;Probsteigasse;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9437;6,9465
247;Allerheiligenstr. 2;Kunibertsviertel;Domstr.;Wendekreis;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94569796;6,95783841
248;Eisenachstraße 17;Nippes;;;17;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,945711;6,9578963
249;Dagobertstr. 38;Kunibertsviertel;Domstr.;Unter Kahlenhausen;23;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,945711;6,9578963
250;Dagobertstr. 90;Kunibertsviertel;Niederichstr.;Konrad-Adenauer-Ufer;10;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,945711;6,9578963
251;Domstr. 28;Kunibertsviertel;Machabäerstr.;Allerheiligenstr.;18;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,945711;6,9578963
252;Goldgasse 2;Kunibertsviertel;Am Alten Ufer;Johannisstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,943455;6,961168
253;Im Krahnenhof ggü. 5;Kunibertsviertel;Dagobertstr.;Unter Krahnenbäumen;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94777779;6,9605922
254;Johannisstr. 57;Kunibertsviertel;Brandenburger Str.;Goldgasse;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445067;6,9604735
255;Konrad-Adenauer-Ufer 7;Kunibertsviertel;Machabäerstr.;Servasgasse;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445067;6,9604735
256;Konrad-Adenauer-Ufer 47;Kunibertsviertel;Thürmchenswall;Dagobertstr.;30;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445067;6,9604735
257;Konrad-Adenauer-Ufer 33;Kunibertsviertel;Kunibertsklostergasse;Dagobertstr.;16;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445067;6,9604735
258;Theodor-Heuss-Ring 44;Kunibertsviertel;Cleverstr.;Niederichstr.;33;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9445067;6,9604735
259;Thürmchenswall 67;Kunibertsviertel;Niederichstr.;Unter Kahlenhausen;29;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9491928;6,96334102
260;Eisenachstraße 55;Nippes;;;14;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,965184;6,9465995
261;Theodor-Heuss-Ring 10;Kunibertsviertel;Domstr.;Cleverstr.;27;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9500003;6,959751
262;Theodor-Heuss-Ring 28;Kunibertsviertel;Domstr.;Cleverstr.;35;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,94986;6,96148
263;Altenberger Str. 16;Kunibertsviertel;Maximilienstr.;Johannisstr.;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,89141;7,07654
264;Machabäerstr. ggü 35;Kunibertsviertel;Domstr.;Johannisstr.;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94638574;6,95955349
265;Machabäerstr. 61;Kunibertsviertel;Domstr.;Johannisstr.;22;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9462121;6,9606996
266;Machabäerstr. 58;Kunibertsviertel;Johannisstr.;Am Alten Ufer;19;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9457169;6,9617588
267;Dagobertstr. 57;Kunibertsviertel;Domstr.;Unter Kahlenhausen;24;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9483466;6,9608
268;Thürmchenswall 98;Kunibertsviertel;Konrad-Adenauer-Ufer;Niederichstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;6,96456519;6,96456519
269;Konrad-Adenauer-Ufer ggü. 71;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9493659;6,9656805
270;Konrad-Adenauer-Ufer ggü. 63;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9489525;6,9650291
271;Konrad-Adenauer-Ufer ggü. 41;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,94785;6,96372
272;Konrad-Adenauer-Ufer ggü.19;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,945766;6,9634345
273;Unter Krahnenbäumen;Kunibertsviertel;Im Krahnenhof;Domstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,945766;6,9634345
274;Turiner Str. 2;Kunibertsviertel;Machabäerstr.;Unter Krahnenbäumen;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94734923;6,95807032
275;Kunibertskloster 1a;Kunibertsviertel;Kunibertskloster;Kunibertgasse;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9464956;6,9624079
276;Machabäerstr.;Kunibertsviertel;Ecke Kunibertsgasse;;17;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9462373;6,9604597
277;Luxemburger Str. 124;Lindenthal;Greinstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,92164945;6,93348391
278;Luxemburger Str. 256;Lindenthal;Sülzburgstr.;Fußgänger-LSA;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,91546939;6,92696945
279;Luxemburger Str. 282;Lindenthal;Fa. Mercedes;Manderscheider Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,91372604;6,9251032
280;Luxemburger Str. 345;Lindenthal;Lohrbergstr.;Ölbergstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,91069679;6,92250919
281;Filzengraben 15;Georgsviertel;Peter-Welter-Platz;An der Malzmühle;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9155602;6,9270662
282;Luxemburger Str. 315;Lindenthal;Klettenberggürtel;Breibergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,91259667;6,92453388
283;Luxemburger Str. 251;Lindenthal;Weißhaus-Kino;Leybergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,91718259;6,92934382
284;Luxemburger Str. 191;Sülz-Nord I;Arnulfstr.;Lotharstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9191802;6,9313819
285;Zülpicher Platz 3;Rathenauviertel;Roonstr.;Hohenstaufenring;23;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9191802;6,9313819
286;Elisabeth-Breuer-Str. 8;Mülheim;;;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9599808;7,0094743
287;Olpener Str. 9-13 (Post);Kalk;;;12;;Mo-Fr 09:00 - 18:00;0,50 €;0;;500032;50,94022225;7,01830805
288;Rheinparkweg;Deutz;Auenweg;Kennedy Ufer;5;;Mo-So 09:00 - 23:00;1,00 €;14;;500064;50,944898;6,970348
289;Kalker Hauptstr. 126;Kalk;Haus Nr. 124;Haus Nr. 136;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9451987;7,0751111
290;Kalker Hauptstr. 152;Kalk;Haus Nr. 148;Haus Nr. 162/164;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9379;7,00402
291;Kalker Hauptstr. 182;Kalk;Haus Nr. 172/174;Haus Nr. 192;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93823;7,00589
292;Kalker Hauptstr. 189;Kalk;Haus Nr. 203;Haus Nr. 179;22;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93842;7,00487
293;Kalker Hauptstr. 145;Kalk;Haus Nr. 163;Haus Nr. 121;23;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9379451;7,0023707
294;Kalker Hauptstr. 84;Kalk;Trimbornstr.;Rolshover Str.;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9379451;7,0023707
295;Berliner Str. 863;Mülheim;Leuchterstraße;Von-Diergardt-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,99778914;7,03716724
296;Berliner Str. 895;Mülheim;;;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,99913561;7,03809164
297;Olpener Str. 57;Kalk;Fuldaer Str.;Bochumer Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,94031868;7,02170255
298;Paul-Schallück-Str. 6;Lindenthal;Luxemburger Str.;Zufahrt ADAC;21;;Mo-Fr 09:00 - 18:00;0,50 €;4;;500018;50,9211491;6,9345265
299;Waisenhausgasse 1 (Schule);Pantaleonsviertel;Quirinstr.;Perlengraben;43;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,937531;6,9602786
300;Ebertplatz 15 (Kino);Agnesviertel II;Riehlerstr.;Neusserstr.;14;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,937531;6,9602786
301;Ebertplatz 8;Eigelsteinviertel;Hansaring;Turiner Straße;22;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94998;6,95743
302;Neusser Str. 10;Agnesviertel II;Ebertplatz;Schillingstr.;16;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9515307;6,9573068
303;Neusser Str. 28;Agnesviertel II;Schillingstr.;Weißenburgstr.;16;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9524834;6,9573925
304;Neusser Str. 50;Agnesviertel II;Balthasarstr.;Weißenburgstr.;23;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9524834;6,9573925
305;Neusser Str. 73;Agnesviertel I;Krefelder Wall;Weißenburgstr.;14;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,95977;6,95421
306;Neusser Str. 59;Agnesviertel I;Neusser Platz;Balthasarstr.;21;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9534049;6,9571981
307;Neusser Str. 33;Agnesviertel I;Balthasarstr.;Schillingstr.;22;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9524811;6,9570013
308;Komödienstr. 19;City/Martinsviertel;Tunisstr.;Marzellenstr.;12;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94175;6,95466
309;Im Wieschen 3;Mülheim;Dellbrücker - Hauptstr.;An der Mühlenwiese;28;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,94153;6,9546957
310;Von-Werth-Str. 25-27;Gereonsviertel;Christophstr.;Gereonshof;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94153;6,9546957
311;Norbertstr. 11;Gereonsviertel;Spiesergasse;Im Klapperhof;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94153;6,9546957
312;Gereonshof 7;Gereonsviertel;Gereonsdriesch;Gereonskloster;13;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94153;6,9546957
313;Christophstr. 52;Gereonsviertel;Von-Werth-Str.;Kaiser-Wilh.-Ring;5;;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,94153;6,9546957
314;Friesenwall 124;Gereonsviertel;Friesenstr.;Im Klapperhof;34;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94153;6,9546957
